doc_id,hotel_name,hotel_url,street,city,state,country,zip,class,price,num_reviews,CLEANLINESS,ROOM,SERVICE,LOCATION,VALUE,COMFORT,overall_ratingsource
usa_nevada_las-vegas_eastside_cannery_casino_hotel,eastside cannery casino hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d1216541-r50130694-Eastside_Cannery_Casino_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89122,-1,-1,23,4.5,4.35,3.9,3.45,4.45,0,4.13
usa_nevada_las-vegas_harrah_s_las_vegas_casino_hotel,harrah s las vegas casino hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d114889-r50416977-Harrah_s_Las_Vegas_Casino_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,344,3.9368770764,3.5215946844,3.5149501661,4.5415282392,3.853820598,0,3.8737541528
usa_nevada_las-vegas_courtyard_by_marriott_las_vegas_south,courtyard by marriott las vegas south,http://www.tripadvisor.com/ShowUserReviews-g45963-d294793-r49120774-Courtyard_by_Marriott_Las_Vegas_South-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89118,-1,-1,31,4.2916666667,4.1666666667,4.4583333333,3.8333333333,4.0416666667,0,4.1583333333
usa_nevada_las-vegas_excalibur_hotel_casino,excalibur hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d97786-r50497055-Excalibur_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109-4300,-1,-1,334,3.4684385382,3.3289036545,3.3322259136,4.0365448505,3.9069767442,0,3.6146179402
usa_nevada_las-vegas_residence_inn_las_vegas_hughes_center,residence inn las vegas hughes center,http://www.tripadvisor.com/ShowUserReviews-g45963-d91920-r48796273-Residence_Inn_Las_Vegas_Hughes_Center-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,40,4.375,4.1666666667,4.25,4.125,4.1666666667,0,4.2166666667
usa_nevada_las-vegas_summer_bay_resort_las_vegas,summer bay resort las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d296425-r50369285-Summer_Bay_Resort_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,194,3.8095238095,3.5833333333,3.6071428571,3.9166666667,3.6785714286,0,3.719047619
usa_nevada_las-vegas_fremont_hotel_and_casino,fremont hotel and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d111699-r49857360-Fremont_Hotel_and_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,121,4.04,3.64,4.0533333333,4.3333333333,4.16,0,4.0453333333
usa_nevada_las-vegas_el_cortez_cabana_suites,el cortez cabana suites,http://www.tripadvisor.com/ShowUserReviews-g45963-d1453252-r48206155-El_Cortez_Cabana_Suites-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,9,4.5714285714,4.1428571429,4.1428571429,3.5714285714,4.5714285714,0,4.2
usa_nevada_las-vegas_rio_suite_hotel_and_casino,rio suite hotel and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d91673-r50462096-Rio_Suite_Hotel_and_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89103,-1,-1,351,3.7109634551,3.6777408638,3.5249169435,3.0465116279,3.5681063123,0,3.5056478405
usa_nevada_las-vegas_falcon_ridge_hotel,falcon ridge hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d561198-r47683734-Falcon_Ridge_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89027,-1,-1,63,4.2121212121,4.0303030303,3.9696969697,4.0606060606,4.1515151515,0,4.0848484848
usa_nevada_las-vegas_rodeway_inn_convention_center,rodeway inn convention center,http://www.tripadvisor.com/ShowUserReviews-g45963-d91979-r48081585-Rodeway_Inn_Convention_Center-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,57,3.8529411765,3.9411764706,3.3235294118,3.8529411765,4,0,3.7941176471
usa_nevada_las-vegas_worldmark_tropicana,worldmark tropicana,http://www.tripadvisor.com/ShowUserReviews-g45963-d1126185-r38834925-Worldmark_Tropicana-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89103,-1,-1,5,4.75,4.5,4,3.5,4.25,0,4.2
usa_nevada_las-vegas_flamingo_hotel_casino,flamingo hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d91844-r50532011-Flamingo_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,334,3.2059800664,3.2558139535,3.2956810631,4.6511627907,3.7109634551,0,3.6239202658
usa_nevada_las-vegas_monte_carlo_resort_casino,monte carlo resort casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d97712-r50507126-Monte_Carlo_Resort_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,331,3.7043189369,3.2425249169,3.584717608,4.1362126246,3.7441860465,0,3.6823920266
usa_nevada_las-vegas_la_quinta_inn_las_vegas_airport,la quinta inn las vegas airport,http://www.tripadvisor.com/ShowUserReviews-g45963-d91873-r47358207-La_Quinta_Inn_Las_Vegas_Airport-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,43,3.65,3.5,3.7,3.4,3.65,0,3.58
usa_nevada_las-vegas_las_vegas_club_36,las vegas club 36,http://www.tripadvisor.com/ShowUserReviews-g45963-d1145601-r50421347-Las_Vegas_Club_36-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89169,-1,-1,33,4.0357142857,3.9285714286,3.5357142857,2.8571428571,3.5714285714,0,3.5857142857
usa_nevada_las-vegas_meridian_luxury_suites,meridian luxury suites,http://www.tripadvisor.com/ShowUserReviews-g45963-d649363-r49834849-Meridian_Luxury_Suites-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89169,-1,-1,90,4.0289855072,4.3913043478,3.6231884058,3.9855072464,3.9855072464,0,4.0028985507
usa_nevada_las-vegas_hard_rock_hotel_and_casino,hard rock hotel and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d91840-r50515232-Hard_Rock_Hotel_and_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,386,3.5867346939,3.4285714286,3.2346938776,2.9336734694,3.112244898,0,3.2591836735
usa_nevada_las-vegas_the_palms_casino_hotel,the palms casino hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d208820-r50172873-The_Palms_Casino_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89103,-1,-1,339,3.7348066298,3.6408839779,3.453038674,3.0165745856,3.4143646409,0,3.4519337017
usa_nevada_las-vegas_silverton_hotel_and_casino,silverton hotel and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d97691-r50311238-Silverton_Hotel_and_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89139,-1,-1,103,3.7796610169,3.6610169492,3.5084745763,3.3220338983,3.6779661017,0,3.5898305085
usa_nevada_las-vegas_club_de_soleil,club de soleil,http://www.tripadvisor.com/ShowUserReviews-g45963-d97687-r50194577-Club_de_Soleil-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,106,4.2,3.7636363636,3.8363636364,3.3090909091,3.9090909091,0,3.8036363636
usa_nevada_las-vegas_casino_royale_and_hotel,casino royale and hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d264967-r50112140-Casino_Royale_and_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,83,3.8205128205,3.4871794872,3.5641025641,4.8205128205,4.2051282051,0,3.9794871795
usa_nevada_las-vegas_las_vegas_hilton,las vegas hilton,http://www.tripadvisor.com/ShowUserReviews-g45963-d91878-r50516126-Las_Vegas_Hilton-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,336,3.6079734219,3.4584717608,3.2458471761,3.0863787375,3.5049833887,0,3.380730897
usa_nevada_las-vegas_hampton_inn_las_vegas_summerlin,hampton inn las vegas summerlin,http://www.tripadvisor.com/ShowUserReviews-g45963-d91839-r32645368-Hampton_Inn_Las_Vegas_Summerlin-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89128,-1,-1,18,4.75,4.25,4.5,3.75,4.5,0,4.35
usa_nevada_las-vegas_binion_s_horseshoe_hotel_casino_las_vegas,binion s horseshoe hotel casino las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d91729-r49630112-Binion_s_Horseshoe_Hotel_Casino_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,120,3.131147541,2.6885245902,3.4918032787,4.0491803279,3.4754098361,0,3.3672131148
usa_nevada_las-vegas_the_westin_casuarina_las_vegas_hotel_casino_spa,the westin casuarina las vegas hotel casino spa,http://www.tripadvisor.com/ShowUserReviews-g45963-d114892-r50050359-The_Westin_Casuarina_Las_Vegas_Hotel_Casino_Spa-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,357,3.7441860465,3.584717608,3.5681063123,3.5581395349,3.4518272425,0,3.5813953488
usa_nevada_las-vegas_travelodge_ambassador_strip_inn,travelodge ambassador strip inn,http://www.tripadvisor.com/ShowUserReviews-g45963-d91779-r48695774-Travelodge_Ambassador_Strip_Inn-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,22,3.3529411765,3.0588235294,3.2352941176,3.4117647059,3.4117647059,0,3.2941176471
usa_nevada_las-vegas_la_quinta_inn_nellis,la quinta inn nellis,http://www.tripadvisor.com/ShowUserReviews-g45963-d241163-r49285511-La_Quinta_Inn_Nellis-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89115,-1,-1,13,3.6363636364,3.9090909091,3.5454545455,3.1818181818,4.0909090909,0,3.6727272727
usa_nevada_las-vegas_luxor_las_vegas,luxor las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d111709-r50508248-Luxor_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,345,3.4252491694,2.9933554817,3.2093023256,3.3222591362,3.3853820598,0,3.2671096346
usa_nevada_las-vegas_residence_inn_las_vegas_convention_center,residence inn las vegas convention center,http://www.tripadvisor.com/ShowUserReviews-g45963-d111722-r44872548-Residence_Inn_Las_Vegas_Convention_Center-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,28,4,3.5882352941,3.8235294118,3.9411764706,3.6470588235,0,3.8
usa_nevada_las-vegas_royal_vacation_suites_hotel_las_vegas,royal vacation suites hotel las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d91682-r49989639-Royal_Vacation_Suites_Hotel_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,48,3.5555555556,3.1111111111,3.7777777778,4.1481481481,3.6666666667,0,3.6518518519
usa_nevada_las-vegas_riviera_hotel_casino,riviera hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d97735-r50450762-Riviera_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,602,3.3222591362,3.1926910299,2.9734219269,2.877076412,3.3122923588,0,3.1355481728
usa_nevada_las-vegas_comfort_inn,comfort inn,http://www.tripadvisor.com/ShowUserReviews-g45963-d91910-r46294902-Comfort_Inn-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,44,3.7,3.7,3.7,3.75,3.95,0,3.76
usa_nevada_las-vegas_hooters_casino_hotel,hooters casino hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d600446-r50500554-Hooters_Casino_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,351,3.2259136213,3.1760797342,3.3189368771,3.7142857143,3.6677740864,0,3.4205980066
usa_nevada_las-vegas_courtyard_by_marriott_las_vegas_convention_center,courtyard by marriott las vegas convention center,http://www.tripadvisor.com/ShowUserReviews-g45963-d91783-r45892887-Courtyard_by_Marriott_Las_Vegas_Convention_Center-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,17,4.4545454545,3.8181818182,3.8181818182,3.6363636364,4.0909090909,0,3.9636363636
usa_nevada_las-vegas_palace_station,palace station,http://www.tripadvisor.com/ShowUserReviews-g45963-d91909-r48902465-Palace_Station-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89102,-1,-1,297,3.6312056738,3.3262411348,3.4255319149,3.0070921986,3.4822695035,0,3.3744680851
usa_nevada_las-vegas_jet_luxury_resorts_platinum_hotel_spa,jet luxury resorts platinum hotel spa,http://www.tripadvisor.com/ShowUserReviews-g45963-d1234445-r34976718-Jet_Luxury_Resorts_Platinum_Hotel_Spa-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89169,-1,-1,-1,0,0,0,0,0,0,-1
usa_nevada_las-vegas_california_hotel,california hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d91763-r47672155-California_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,48,3.88,3.68,3.56,3.8,3.92,0,3.768
usa_nevada_las-vegas_fairmont_hotel,fairmont hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d294800-r50258680-Fairmont_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89104,-1,-1,1,4,5,3,5,5,0,4.4
usa_nevada_las-vegas_imperial_palace_hotel_casino,imperial palace hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d186114-r50368855-Imperial_Palace_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,321,3.2159468439,2.8936877076,3.1926910299,4.6445182724,3.877076412,0,3.5647840532
usa_nevada_las-vegas_holiday_inn_express_las_vegas_nellis,holiday inn express las vegas nellis,http://www.tripadvisor.com/ShowUserReviews-g45963-d224650-r32543804-Holiday_Inn_Express_Las_Vegas_Nellis-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89115,-1,-1,8,4.5,4.5,4.75,2.5,3.75,0,4
usa_nevada_las-vegas_candlewood_suites_las_vegas,candlewood suites las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d91764-r49452293-Candlewood_Suites_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89169,-1,-1,73,3.6285714286,3.1714285714,3.3428571429,3.0857142857,3.6285714286,0,3.3714285714
usa_nevada_las-vegas_fitzgeralds_casino_hotel,fitzgeralds casino hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d91679-r50231222-Fitzgeralds_Casino_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,328,3.3624161074,3.1006711409,3.5570469799,3.9463087248,3.6174496644,0,3.5167785235
usa_nevada_las-vegas_best_western_mccarran_inn,best western mccarran inn,http://www.tripadvisor.com/ShowUserReviews-g45963-d76082-r49074886-Best_Western_McCarran_Inn-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119-1206,-1,-1,60,3.8947368421,3.5,3.5789473684,3.6842105263,3.6315789474,0,3.6578947368
usa_nevada_las-vegas_best_western_mardi_gras_hotel_casino,best western mardi gras hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d76091-r49285841-Best_Western_Mardi_Gras_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109-3611,-1,-1,186,3.375,3.2604166667,3.2291666667,3.1458333333,3.3125,0,3.2645833333
usa_nevada_las-vegas_comfort_inn_suites_las_vegas,comfort inn suites las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d639479-r42020353-Comfort_Inn_Suites_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89115,-1,-1,7,4.5714285714,4.8571428571,4.8571428571,3.7142857143,4.4285714286,0,4.4857142857
usa_nevada_las-vegas_rodeway_inn,rodeway inn,http://www.tripadvisor.com/ShowUserReviews-g45963-d91923-r41699325-Rodeway_Inn-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,15,4,3.5714285714,3.7142857143,4.1428571429,4,0,3.8857142857
usa_nevada_las-vegas_circus_circus_hotel_casino_las_vegas,circus circus hotel casino las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d91770-r50256125-Circus_Circus_Hotel_Casino_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,342,3.1661129568,3.049833887,2.9601328904,2.877076412,3.5681063123,0,3.1242524917
usa_nevada_las-vegas_arizona_charlie_s_boulder_casino_hotel,arizona charlie s boulder casino hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d91696-r48949076-Arizona_Charlie_s_Boulder_Casino_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89121,-1,-1,49,3.1785714286,3.3214285714,3.3214285714,3,3.6428571429,0,3.2928571429
usa_nevada_las-vegas_boulder_station_hotel_and_casino,boulder station hotel and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d91735-r48217547-Boulder_Station_Hotel_and_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89121,-1,-1,62,3.2307692308,3.1538461538,3.4230769231,3.3461538462,3.6153846154,0,3.3538461538
usa_nevada_las-vegas_motel_6_las_vegas_tropicana,motel 6 las vegas tropicana,http://www.tripadvisor.com/ShowUserReviews-g45963-d114906-r48531293-Motel_6_Las_Vegas_Tropicana-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,81,3.1951219512,2.9024390244,3.0731707317,3.7073170732,3.5609756098,0,3.287804878
usa_nevada_las-vegas_crestwood_suites_las_vegas_flamingo,crestwood suites las vegas flamingo,http://www.tripadvisor.com/ShowUserReviews-g45963-d265212-r40277825-Crestwood_Suites_Las_Vegas_Flamingo-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89121,-1,-1,17,3,3,3,3.7,3.8,0,3.3
usa_nevada_las-vegas_travelsuites_inn,travelsuites inn,http://www.tripadvisor.com/ShowUserReviews-g45963-d224852-r14888947-Travelsuites_Inn-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,19,1.6,1.6,1.8,3.6,2,0,2.12
usa_nevada_las-vegas_gold_spike_hotel_and_casino,gold spike hotel and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d114905-r48990189-Gold_Spike_Hotel_and_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,114,3.1153846154,2.9230769231,3.3461538462,3.5384615385,4,0,3.3846153846
usa_nevada_las-vegas_siena_suites,siena suites,http://www.tripadvisor.com/ShowUserReviews-g45963-d508086-r50305754-Siena_Suites-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89122,-1,-1,36,3.6818181818,3.5454545455,3.3181818182,3.2727272727,3.7727272727,0,3.5181818182
usa_nevada_las-vegas_texas_station_gambling_hall_and_hotel,texas station gambling hall and hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d91948-r50450381-Texas_Station_Gambling_Hall_and_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89030,-1,-1,43,3.5185185185,3.3333333333,3.0740740741,2.6666666667,3.3703703704,0,3.1925925926
usa_nevada_las-vegas_alexis_park_resort,alexis park resort,http://www.tripadvisor.com/ShowUserReviews-g45963-d91689-r50519490-Alexis_Park_Resort-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,214,3.3666666667,3.1444444444,3.1111111111,2.8888888889,3.1555555556,0,3.1333333333
usa_nevada_las-vegas_tod_motor_motel,tod motor motel,http://www.tripadvisor.com/ShowUserReviews-g45963-d289151-r45932677-Tod_Motor_Motel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89104,-1,-1,16,3.5384615385,3.3076923077,4.1538461538,3.6153846154,4,0,3.7230769231
usa_nevada_las-vegas_las_vegas_club_casino_hotel,las vegas club casino hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d91876-r50459802-Las_Vegas_Club_Casino_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,175,2.9487179487,2.7948717949,3.3333333333,3.8333333333,3.4487179487,0,3.2717948718
usa_nevada_las-vegas_streamline_tower,streamline tower,http://www.tripadvisor.com/ShowUserReviews-g45963-d1146295-r21172683-Streamline_Tower-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,1,5,5,5,5,5,0,5
usa_nevada_las-vegas_hampton_inn_suites_las_vegas_airport,hampton inn suites las vegas airport,http://www.tripadvisor.com/ShowUserReviews-g45963-d1116376-r37943066-Hampton_Inn_Suites_Las_Vegas_Airport-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,3,5,5,3.6666666667,3.6666666667,4.3333333333,0,4.3333333333
usa_nevada_las-vegas_super_8_las_vegas,super 8 las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d111731-r50161473-Super_8_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,57,3.5833333333,3.1666666667,3.3055555556,3.8888888889,3.9166666667,0,3.5722222222
usa_nevada_las-vegas_best_western_main_street_inn,best western main street inn,http://www.tripadvisor.com/ShowUserReviews-g45963-d76101-r36440453-Best_Western_Main_Street_Inn-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101-1011,-1,-1,17,4.2,3.8,4,3.1,4,0,3.82
usa_nevada_las-vegas_sahara_hotel_casino,sahara hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d97733-r50515593-Sahara_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,350,2.7475083056,2.5448504983,2.9368770764,2.8936877076,3.1627906977,0,2.8571428571
usa_nevada_las-vegas_arizona_charlie_s_decatur,arizona charlie s decatur,http://www.tripadvisor.com/ShowUserReviews-g45963-d91695-r48955740-Arizona_Charlie_s_Decatur-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89107,-1,-1,35,3.125,2.75,3.125,2.4375,3.0625,0,2.9
usa_nevada_las-vegas_homestead_studio_suites_las_vegas_midtown,homestead studio suites las vegas midtown,http://www.tripadvisor.com/ShowUserReviews-g45963-d121308-r45524096-Homestead_Studio_Suites_Las_Vegas_Midtown-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,13,2.8333333333,3.1666666667,2.6666666667,3.6666666667,3,0,3.0666666667
usa_nevada_las-vegas_siegel_suites,siegel suites,http://www.tripadvisor.com/ShowUserReviews-g45963-d1547073-r45231853-Siegel_Suites-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,-1,-1,-1,1,4,4,4,5,4,0,4.2
usa_nevada_las-vegas_tropicana_resort_and_casino,tropicana resort and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d97730-r50308031-Tropicana_Resort_and_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,363,2.6644518272,2.5282392027,3.0664451827,3.926910299,3.073089701,0,3.0518272425
usa_nevada_las-vegas_boardwalk_hotel_and_casino,boardwalk hotel and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d1203674-r32646369-Boardwalk_Hotel_and_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,-1,0,0,0,0,0,0,-1
usa_nevada_las-vegas_regency_motel,regency motel,http://www.tripadvisor.com/ShowUserReviews-g45963-d603860-r13718802-Regency_Motel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,2,4.5,4,4,3.5,4,0,4
usa_nevada_las-vegas_courtyard_by_marriott_las_vegas_summerlin,courtyard by marriott las vegas summerlin,http://www.tripadvisor.com/ShowUserReviews-g45963-d91785-r17271611-Courtyard_by_Marriott_Las_Vegas_Summerlin-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89108,-1,-1,11,3.75,3.75,3.75,3.5,3.75,0,3.7
usa_nevada_las-vegas_lady_luck_casino_hotel,lady luck casino hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d672513-r3910360-Lady_Luck_Casino_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,1,3,3,3,3,3,0,3
usa_nevada_las-vegas_best_western_parkview_inn,best western parkview inn,http://www.tripadvisor.com/ShowUserReviews-g45963-d91728-r10048968-Best_Western_Parkview_Inn-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,6,4,3.6,4.2,2.8,4,0,3.72
usa_nevada_las-vegas_jerry_s_nugget,jerry s nugget,http://www.tripadvisor.com/ShowUserReviews-g45963-d121327-r23328262-Jerry_s_Nugget-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,6,0,0,0,0,0,0,-1
usa_nevada_las-vegas_somerset_house_motel,somerset house motel,http://www.tripadvisor.com/ShowUserReviews-g45963-d91936-r47783017-Somerset_House_Motel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,40,3.9,3.5,3.9,4.5,4,0,3.96
usa_nevada_las-vegas_plaza_hotel_casino,plaza hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d97815-r50511766-Plaza_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,365,2.6464088398,2.3867403315,2.7845303867,3.7403314917,3.0110497238,0,2.9138121547
usa_nevada_las-vegas_highland_inn_motel,highland inn motel,http://www.tripadvisor.com/ShowUserReviews-g45963-d1016379-r14603751-Highland_Inn_Motel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89139,-1,-1,1,3,3,3,4,4,0,3.4
usa_nevada_las-vegas_holiday_inn_express_the_lakes_las_vegas,holiday inn express the lakes las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d91853-r34378350-Holiday_Inn_Express_The_Lakes_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89117,-1,-1,6,4,3.3333333333,4,3.6666666667,3.3333333333,0,3.6666666667
usa_nevada_las-vegas_econo_lodge,econo lodge,http://www.tripadvisor.com/ShowUserReviews-g45963-d91803-r43905523-Econo_Lodge-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89104-1312,-1,-1,18,2.6666666667,2.4166666667,3.0833333333,2,2.9166666667,0,2.6166666667
usa_nevada_las-vegas_americas_best_value_inn_las_vegas,americas best value inn las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d97693-r50292929-Americas_Best_Value_Inn_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,80,2.4054054054,2.2432432432,2.5405405405,3.6486486486,2.8108108108,0,2.7297297297
usa_nevada_las-vegas_la_quinta_inn_and_suites_tropicana,la quinta inn and suites tropicana,http://www.tripadvisor.com/ShowUserReviews-g45963-d91708-r42884603-La_Quinta_Inn_and_Suites_Tropicana-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89118,-1,-1,16,3.7272727273,3.1818181818,3.2727272727,3.3636363636,3.3636363636,0,3.3818181818
usa_nevada_las-vegas_fun_city_motel,fun city motel,http://www.tripadvisor.com/ShowUserReviews-g45963-d91822-r20617385-Fun_City_Motel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89104,-1,-1,1,3,3,3,4,5,0,3.6
usa_nevada_las-vegas_holiday_motel,holiday motel,http://www.tripadvisor.com/ShowUserReviews-g45963-d503600-r7702567-Holiday_Motel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89104,-1,-1,4,4,3,4,2,4,0,3.4
usa_nevada_las-vegas_western_hotel_casino,western hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d91684-r42941607-Western_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,19,3,3,3,3,3,0,3
